#freq, s11_mag, s21_mag, s11_mp_mag, s21_mp_mag
37306613.2265, -0.187073616756, -24.6045350141, -36.652234677, -3.19082814177
37505010.02, -0.187428836555, -24.6069177765, -33.8329987416, -3.19992457844
37703406.8136, -0.187806054737, -24.6093799977, -31.6574910316, -3.2095096106
37901803.6072, -0.188097398641, -24.6136057467, -30.233430096, -3.2192333656
38100200.4008, -0.188219172887, -24.6207701259, -29.4532783075, -3.22870033065
38298597.1944, -0.188136503344, -24.6311981077, -29.2447705732, -3.23758144483
38496993.988, -0.187873616718, -24.6442704868, -29.5879791469, -3.24570721405
38695390.7816, -0.187506410622, -24.6586059971, -30.5133330391, -3.25311576321
38893787.5752, -0.187139940022, -24.6724627429, -32.1003207102, -3.26004242443
39092184.3687, -0.186878131595, -24.6842374179, -34.4300160181, -3.26685365529
39290581.1623, -0.186794694346, -24.6929180451, -37.1375132336, -3.27394361486
39488977.9559, -0.186912959314, -24.6983661252, -37.8889357293, -3.28162241509
39687374.7495, -0.187199538012, -24.7013542609, -35.5631707781, -3.29002780508
39885771.5431, -0.187573333911, -24.7033498474, -32.9509696159, -3.29908568431
40084168.3367, -0.187927915505, -24.7061015008, -31.0473606524, -3.30853096122
40282565.1303, -0.188161689645, -24.7111402451, -29.8463849672, -3.31798278071
40480961.9238, -0.188207461017, -24.7193374243, -29.2535485556, -3.32705254846
40679358.7174, -0.188052296508, -24.7306511921, -29.215894099, -3.3354539641
40877755.511, -0.187741233754, -24.7441396407, -29.7293837506, -3.34308405458
41076152.3046, -0.187363708739, -24.7582362234, -30.83778745, -3.35005253979
41274549.0982, -0.187027319198, -24.7712024516, -32.6246321501, -3.35665130282
41472945.8918, -0.18682716835, -24.7816231423, -35.1039287508, -3.36327233708
41671342.6854, -0.186819506543, -24.7888039741, -37.4665208666, -3.37029697432
41869739.479, -0.187006414255, -24.7929643854, -37.0969782109, -3.37798760569
42068136.2725, -0.187335179578, -24.7951758422, -34.5255217276, -3.386412789
42266533.0661, -0.187712618781, -24.797061648, -32.1598385785, -3.39542739385
42464929.8597, -0.18803102774, -24.8003376447, -30.5071087734, -3.40471362455
42663326.6533, -0.188199025776, -24.8063204578, -29.5132048564, -3.41387115236
42861723.4469, -0.188168343214, -24.8155458971, -29.0993612532, -3.42253056827
43060120.2405, -0.187948101068, -24.8276129665, -29.2298314862, -3.43045793623
43258517.0341, -0.187601917819, -24.8413017792, -29.9149775373, -3.4376210715
43456913.8277, -0.187228949236, -24.8549285178, -31.2096355391, -3.44419904143
43655310.6212, -0.186935126136, -24.8668292337, -33.1894304448, -3.45053212222
43853707.4148, -0.186803309563, -24.8758311589, -35.7322675859, -3.45702601354
44052104.2084, -0.186870510574, -24.8815807221, -37.452978628, -3.46403702538
44250501.002, -0.187117815535, -24.8846414312, -36.1415923902, -3.47177072252
44448897.7956, -0.187475426186, -24.886336483, -33.5639661082, -3.48022307246
44647294.5892, -0.187841772687, -24.8883771045, -31.4518195464, -3.48918120448
44845691.3828, -0.188112087849, -24.8923762027, -30.0308793059, -3.49828365808
45044088.1764, -0.188208696055, -24.8993840085, -29.231260822, -3.50712285423
45242484.9699, -0.188103912673, -24.9095827359, -28.9902227742, -3.51536051045
45440881.7635, -0.187828184927, -24.9222337648, -29.2874927227, -3.52282339001
45639278.5571, -0.187460855726, -24.9358936418, -30.1463950021, -3.52955251682
45837675.3507, -0.187106760393, -24.9488319989, -31.6290169119, -3.53579211654
46036072.1443, -0.18686615973, -24.9595259013, -33.7817031048, -3.54192121286
46234468.9379, -0.186806781455, -24.9670889516, -36.2429555752, -3.54834676119
46432865.7315, -0.186945307737, -24.9715183628, -37.0793410963, -3.55538829716
46631262.5251, -0.187242785386, -24.9736954002, -35.1359490757, -3.56318684728
46829659.3186, -0.187615120305, -24.9751392026, -32.6855663687, -3.57166434277
47028056.1122, -0.187956315493, -24.9775785358, -30.8197487293, -3.58054541904
47226452.9058, -0.188168598712, -24.982458116, -29.6141212131, -3.58943539492
47424849.6994, -0.188190929166, -24.990520908, -28.9986878751, -3.59793209977
47623246.493, -0.1880170519, -25.0015916244, -28.926061349, -3.60573970596
47821643.2866, -0.187697222473, -25.0146282984, -29.3899741686, -3.61275250421
48020040.0802, -0.187323152458, -25.0280257514, -30.4249909042, -3.61908515947
48218436.8737, -0.187001241699, -25.0400779305, -32.0937629624, -3.62504096439
48416833.6673, -0.186822400531, -25.0494625848, -34.3767804157, -3.63102671414
48615230.4609, -0.186836923244, -25.055612134, -36.5468041129, -3.63743783423
48813627.2545, -0.187040776344, -25.0588714882, -36.4139086674, -3.64454608008
49012024.0481, -0.187376584065, -25.0604019508, -34.1486657671, -3.65242186443
49210420.8417, -0.187749216363, -25.0618561211, -31.8894847973, -3.66091371179
49408817.6353, -0.188052338518, -25.0649099911, -30.2574741848, -3.66969091453
49607214.4289, -0.188198937911, -25.0707820432, -29.2533326099, -3.67833720169
49805611.2224, -0.188146871931, -25.0798796357, -28.8142351931, -3.68646862635
50004008.016, -0.187911328532, -25.0916801346, -28.9071451131, -3.69384221919
50202404.8096, -0.187560143622, -25.1048836986, -29.5384545281, -3.70042488573
50400801.6032, -0.187193680959, -25.1177902667, -30.7514708565, -3.70640329827
50599198.3968, -0.186915854972, -25.1287865931, -32.5977204076, -3.71213187027
50797595.1904, -0.186804967551, -25.1368021504, -34.9333001816, -3.71803310547
50995991.984, -0.186892217576, -25.1416082742, -36.5657253725, -3.72447807495
51194388.7776, -0.187153169454, -25.1438816696, -35.5674511664, -3.73168080755
51392785.5711, -0.187514253851, -25.1450159382, -33.2148131106, -3.73963691027
51591182.3647, -0.18787293451, -25.1467301365, -31.1717737016, -3.74812426313
51789579.1583, -0.188126621993, -25.1505797444, -29.7598937792, -3.75676576208
51987975.9519, -0.188202398958, -25.1575082786, -28.945859234, -3.7651361201
52186372.7455, -0.188078539012, -25.1675726067, -28.6771515132, -3.7728822566
52384769.5391, -0.187790871111, -25.1799263515, -28.9340045754, -3.77982322821
52583166.3327, -0.187421977452, -25.1930665552, -29.7340446964, -3.78600171592
52781563.1263, -0.187076940547, -25.2052675619, -31.1252910166, -3.79167263288
52979959.9198, -0.186853333612, -25.2150727296, -33.1281913504, -3.79723185023
53178356.7134, -0.186814097588, -25.2217041127, -35.3903417534, -3.80310468147
53376753.507, -0.186970343568, -25.2252792644, -36.2723084139, -3.80962532273
53575150.3006, -0.187278230927, -25.2267786514, -34.6419442764, -3.81694151781
53773547.0942, -0.187650771761, -25.2277720675, -32.3495537432, -3.82497193548
53971943.8878, -0.187981908819, -25.2299758758, -30.5275996963, -3.83342874078
54170340.6814, -0.188176732234, -25.234762334, -29.3228662509, -3.84189901133
54368737.475, -0.188179203568, -25.2427623321, -28.689737428, -3.84996165546
54567134.2685, -0.187988735575, -25.2536812502, -28.5870933925, -3.85730658771
54765531.0621, -0.187660229237, -25.2663849328, -29.0073473947, -3.86382254109
54963927.8557, -0.187287695328, -25.2792291101, -29.9775573917, -3.86962901042
55162324.6493, -0.186976927687, -25.2905317371, -31.5436954368, -3.87504327258
55360721.4429, -0.186815612033, -25.2990497557, -33.6623963414, -3.88049144738
55559118.2365, -0.186849147747, -25.3043272852, -35.6730509443, -3.88638823151
55757515.0301, -0.187068251826, -25.3068225284, -35.7070013917, -3.89301909752
55955911.8236, -0.18741132742, -25.3077805626, -33.7083401944, -3.90045862617
56154308.6172, -0.187781206706, -25.3088848611, -31.5575841977, -3.90854863605
56352705.4108, -0.188072324748, -25.3117802575, -29.9522226038, -3.91694262673
56551102.2044, -0.18820109455, -25.3176004162, -28.9430877431, -3.92520384711
56749498.998, -0.188130484232, -25.3266383964, -28.4835712549, -3.93292892682
56947895.7916, -0.187880955719, -25.338260869, -28.5440458959, -3.93986202513
57146292.5852, -0.187524222826, -25.3510926848, -29.1279499006, -3.94596740748
