#freq, s11_mag, s21_mag, s11_mp_mag, s21_mp_mag
31553106.2124, -0.199567442456, -25.1228141482, -12.094586646, -3.94377694132
31751503.006, -0.194120874773, -25.0560676599, -16.671085302, -3.7751044239
31949899.7996, -0.191341082041, -25.0613050136, -21.676302578, -3.72791582376
32148296.5932, -0.191979368281, -25.1414407539, -16.3193023599, -3.82131224707
32346693.3868, -0.195760468517, -25.2811904321, -11.8411449695, -4.03398067145
32545090.1804, -0.201595034288, -25.4523109876, -9.21236299997, -4.31446019415
32743486.9739, -0.208081781614, -25.6220599376, -7.61480822559, -4.60211883054
32941883.7675, -0.213943369623, -25.7607235858, -6.65590889948, -4.84423803306
33140280.5611, -0.218231242637, -25.8462099737, -6.14010283443, -5.00354032806
33338677.3547, -0.220350142301, -25.8660370833, -5.97349368749, -5.05903903491
33537074.1483, -0.220021210703, -25.8179447739, -6.12800004048, -5.00477329737
33735470.9419, -0.217271106027, -25.7100774992, -6.63125689478, -4.84921415483
33933867.7355, -0.212479449745, -25.5609213612, -7.57374707852, -4.61611388337
34132264.5291, -0.206456872835, -25.3983170656, -9.13470913429, -4.3457723444
34330661.3226, -0.200454617499, -25.2562097212, -11.6278752427, -4.09359509017
34529058.1162, -0.195961096984, -25.168008453, -15.3900559602, -3.92119600587
34727454.9098, -0.194229850697, -25.1573295575, -18.0144143262, -3.87784988795
34925851.7034, -0.195745691881, -25.2298873727, -14.6343426097, -3.97965535296
35124248.497, -0.200015676621, -25.3713044447, -11.0722338389, -4.20171235117
35322645.2906, -0.205850785984, -25.5522929639, -8.7499331529, -4.49023812377
35521042.0842, -0.211887940535, -25.7378282048, -7.28547899605, -4.7840812591
35719438.8778, -0.216992411237, -25.8955035463, -6.39043887132, -5.03112236642
35917835.6713, -0.220406198217, -26.000599078, -5.90167419222, -5.19489371745
36116232.4649, -0.221723476226, -26.0381703745, -5.73655322341, -5.25484857102
36314629.2585, -0.220821253291, -26.0035937186, -5.8690036323, -5.20484660301
36513026.0521, -0.2178266354, -25.9027520306, -6.32161628755, -5.05251220733
36711422.8457, -0.213146480465, -25.7522534299, -7.16969481177, -4.82021746925
36909819.6393, -0.207535581897, -25.5791476087, -8.55434520089, -4.54680116885
37108216.4329, -0.202119932299, -25.4187189672, -10.6834166124, -4.28708366929
37306613.2265, -0.198240289919, -25.3086525613, -13.6091704076, -4.10425157718
37505010.02, -0.197035378548, -25.2793205443, -15.5516201208, -4.05184349303
37703406.8136, -0.198923167613, -25.3434144651, -13.5015775502, -4.15134854034
37901803.6072, -0.203365741747, -25.490798593, -10.5409012831, -4.38134530795
38100200.4008, -0.209139864196, -25.6921285066, -8.38411616445, -4.68785530023
38298597.1944, -0.214883176647, -25.9086975738, -6.9665141576, -5.00663934117
38496993.988, -0.219515890649, -26.1026321796, -6.07871910003, -5.28141956039
38695390.7816, -0.222376688523, -26.2435488885, -5.57807160945, -5.47172897034
38893787.5752, -0.223167228698, -26.3114512058, -5.38656813287, -5.55355706818
39092184.3687, -0.221854190692, -26.2975378264, -5.47717781447, -5.51780686825
39290581.1623, -0.218618576609, -26.2045580529, -5.86823339715, -5.36967604221
39488977.9559, -0.213879444331, -26.047481154, -6.62668953024, -5.13005159768
39687374.7495, -0.208371830549, -25.8541239637, -7.87649695238, -4.83827049145
39885771.5431, -0.20319826801, -25.6640802925, -9.78456630315, -4.55317733406
40084168.3367, -0.199701285517, -25.5232839422, -12.3255298369, -4.34635075308
40282565.1303, -0.199028711083, -25.4725108353, -14.0038378846, -4.28190061127
40480961.9238, -0.201535673952, -25.5327733822, -12.4414849495, -4.38828912364
40679358.7174, -0.206504646272, -25.696018208, -9.82305229041, -4.6427121189
40877755.511, -0.212501607741, -25.9280966291, -7.81077419465, -4.98283769673
41076152.3046, -0.218059286111, -26.1816709545, -6.46983235936, -5.3345787009
41274549.0982, -0.222145136031, -26.4102035819, -5.63076885245, -5.63432540933
41472945.8918, -0.224242711241, -26.5767781531, -5.16232884791, -5.83761850038
41671342.6854, -0.224220644829, -26.6574244336, -4.9906021824, -5.91900499471
41869739.479, -0.222189614879, -26.6415851622, -5.09056421863, -5.86965903452
42068136.2725, -0.218439925033, -26.5321758214, -5.48143755048, -5.69649801097
42266533.0661, -0.21347235399, -26.3463670584, -6.22866228371, -5.42395091187
42464929.8597, -0.208087708201, -26.1166865631, -7.44526657619, -5.09746067328
42663326.6533, -0.203436437881, -25.8902318339, -9.2490436468, -4.78473584532
42861723.4469, -0.200848307641, -25.7221870414, -11.4447942092, -4.56682750283
43060120.2405, -0.201311015066, -25.6610091902, -12.5011433519, -4.51247898685
43258517.0341, -0.204835143011, -25.7294924706, -11.0028975806, -4.64496336931
43456913.8277, -0.21031476199, -25.9139084913, -8.79621719286, -4.92854767917
43655310.6212, -0.216122184801, -26.1702140383, -7.08062244466, -5.28836930842
43853707.4148, -0.220881561169, -26.4420319565, -5.93150642965, -5.6439402823
44052104.2084, -0.223825008903, -26.6775492324, -5.22072320513, -5.93129017879
44250501.002, -0.224720278297, -26.8384078367, -4.841633454, -6.10901908228
44448897.7956, -0.223660399526, -26.9018656028, -4.73442252417, -6.156125308
44647294.5892, -0.220913076975, -26.8602185638, -4.8817319979, -6.06886203213
44845691.3828, -0.216878913325, -26.7203442579, -5.30432073946, -5.85989235035
45044088.1764, -0.212137168451, -26.5043229751, -6.05786290964, -5.56022811278
45242484.9699, -0.207521693771, -26.2502666562, -7.21546486271, -5.22215973772
45440881.7635, -0.204112632185, -26.0104937079, -8.77288518358, -4.91807172219
45639278.5571, -0.202981603478, -25.8428349169, -10.3037200758, -4.72707243966
45837675.3507, -0.204659479809, -25.7933688389, -10.6284338723, -4.70640857104
46036072.1443, -0.208687578501, -25.877405981, -9.39109951619, -4.86270898081
46234468.9379, -0.21377163134, -26.0723263242, -7.76624875793, -5.14862036559
46432865.7315, -0.218475202454, -26.3284462626, -6.45463678638, -5.48828815016
46631262.5251, -0.221814028131, -26.5887509536, -5.55038018655, -5.80794450616
46829659.3186, -0.223386923503, -26.8044633742, -4.98906758779, -6.05259565265
47028056.1122, -0.223207265157, -26.9418380427, -4.70312112575, -6.18898936629
47226452.9058, -0.221505164861, -26.9829505765, -4.65234180989, -6.20282333632
47424849.6994, -0.218619357912, -26.9245387229, -4.82523455669, -6.09593606825
47623246.493, -0.214980673646, -26.7772529969, -5.23436831231, -5.88560365272
47821643.2866, -0.21114795, -26.5657658862, -5.90522392823, -5.60568847931
48020040.0802, -0.207835741101, -26.3285463171, -6.84169336304, -5.30737124113
48218436.8737, -0.205843503307, -26.1146085834, -7.92922784581, -5.05489292243
48416833.6673, -0.205805196889, -25.9741988945, -8.77314668872, -4.91128888622
48615230.4609, -0.207826302308, -25.9435878055, -8.81355014144, -4.9155343719
48813627.2545, -0.211305444138, -26.0308971082, -8.03013953424, -5.0646538279
49012024.0481, -0.215188801567, -26.2129786298, -6.96791772509, -5.31602481089
49210420.8417, -0.218474333845, -26.4458732862, -6.02940910111, -5.60777319517
49408817.6353, -0.22055210774, -26.6807944909, -5.33598963762, -5.88066140604
49607214.4289, -0.221232028183, -26.8762921125, -4.88541673011, -6.09011572534
49805611.2224, -0.220605354732, -27.0036608921, -4.64861693538, -6.2088755187
50004008.016, -0.218907679844, -27.047737912, -4.60252146612, -6.2254297297
50202404.8096, -0.216447309848, -27.0060800073, -4.73713012088, -6.14212789708
50400801.6032, -0.213592108668, -26.8882805017, -5.05262670544, -5.97448426249
50599198.3968, -0.21078335348, -26.7157473414, -5.54782659947, -5.75143305778
50797595.1904, -0.20853393234, -26.5210332455, -6.1926104616, -5.51483755649
50995991.984, -0.207359031136, -26.3448077584, -6.87703405423, -5.3152633272
51194388.7776, -0.207608191776, -26.2284869153, -7.37032277479, -5.20128004964
51392785.5711, -0.209258439176, -26.2027773431, -7.41818097846, -5.20374826292
51591182.3647, -0.211838185436, -26.2767802613, -6.9931465885, -5.32334792416
51789579.1583, -0.214603771036, -26.4345280145, -6.3253282238, -5.53063994631
51987975.9519, -0.216857766522, -26.6415146144, -5.65804011236, -5.7786561646
52186372.7455, -0.218172507256, -26.8566026985, -5.11726056823, -6.01871986419
52384769.5391, -0.218420303331, -27.0425304563, -4.73986330622, -6.21122932575
52583166.3327, -0.217687401152, -27.1717996522, -4.52525281646, -6.32991110103
52781563.1263, -0.216178526133, -27.2286620653, -4.46412794851, -6.36218449036
52979959.9198, -0.214160964957, -27.2092480404, -4.54874205193, -6.30843790678
53178356.7134, -0.211947065331, -27.1213108238, -4.7724760593, -6.18160901394
53376753.507, -0.20989193832, -26.9839358324, -5.12092764978, -6.00699247351
53575150.3006, -0.208374146443, -26.8264585953, -5.55349572179, -5.82091164452
53773547.0942, -0.207727026356, -26.6850200689, -5.98011970585, -5.6660148845
53971943.8878, -0.208114980042, -26.5953772163, -6.26113379908, -5.58164437551
54170340.6814, -0.209415053707, -26.5827589968, -6.27436416427, -5.59127039086
54368737.475, -0.211214785385, -26.6530599717, -6.01564315049, -5.6935437885
54567134.2685, -0.212971771688, -26.790822076, -5.60087967564, -5.86327533561
54765531.0621, -0.214231721012, -26.965490382, -5.16695502984, -6.06171413361
54963927.8557, -0.214757567971, -27.1418624209, -4.80258283336, -6.2492736642
55162324.6493, -0.214529297496, -27.2892722335, -4.54584768292, -6.39465908416
55360721.4429, -0.213675880297, -27.3869225559, -4.40520646259, -6.47901689566
55559118.2365, -0.21240638682, -27.4258064755, -4.37553558055, -6.49672204401
55757515.0301, -0.210965182679, -27.4086264527, -4.44440637296, -6.4545975983
55955911.8236, -0.209603504571, -27.3485702502, -4.59115403674, -6.37025763179
56154308.6172, -0.208549037662, -27.2668994866, -4.78251047393, -6.26918001152
56352705.4108, -0.207961371321, -27.1888238043, -4.97061932625, -6.17974159502
56551102.2044, -0.207881330313, -27.1375682159, -5.10151985728, -6.12626457179
56749498.998, -0.208205966091, -27.1279469381, -5.13669958665, -6.12200837683
56947895.7916, -0.208721761298, -27.1621364504, -5.07371103436, -6.16545894496
57146292.5852, -0.209190567883, -27.2299958797, -4.94530517966, -6.24218847708
57344689.3788, -0.209439707707, -27.3138828099, -4.79787644136, -6.33132714006
57543086.1723, -0.209408832003, -27.3955003819, -4.66957833045, -6.41330272453
57741482.9659, -0.209144666352, -27.4619003297, -4.5804802061, -6.47581071544
57939879.7595, -0.208763690415, -27.5089920117, -4.53212224542, -6.51671841837
58138276.5531, -0.2084032069, -27.5421409253, -4.51061263282, -6.54383311144
58336673.3467, -0.208170732976, -27.5739350853, -4.49164001775, -6.57176854369
58535070.1403, -0.208099680972, -27.6194333208, -4.4490205525, -6.61635733879
58733466.9339, -0.20812723917, -27.6899235777, -4.36655957894, -6.68793617144
58931863.7275, -0.208112316776, -27.7873556278, -4.24736416404, -6.78602061729
59130260.521, -0.207892428422, -27.9020201576, -4.11343259209, -6.89795196194
59328657.3146, -0.207350666838, -28.0147046445, -3.99615590433, -7.00224400161
59527054.1082, -0.206459066713, -28.1022636869, -3.92578570142, -7.07496556507
59725450.9018, -0.205288569844, -28.1443009739, -3.92569205057, -7.09667308407
59923847.6954, -0.203999548555, -28.1292229507, -4.01038399722, -7.05838995623
60122244.489, -0.202827734903, -28.0591353964, -4.18231473592, -6.96635791565
60320641.2826, -0.202061542803, -27.9534110579, -4.42224917697, -6.84529746036
60519038.0762, -0.201982990432, -27.8495962503, -4.67249514572, -6.73829030125
60717434.8697, -0.202741744027, -27.7982659862, -4.82939670266, -6.69925787095
60915831.6633, -0.204194705557, -27.848373793, -4.78441181198, -6.77516731943
61114228.4569, -0.205859719418, -28.0258832914, -4.51288276423, -6.98361419395
61312625.2505, -0.207114390083, -28.3185037598, -4.10365826262, -7.30109229406
61511022.0441, -0.207509843531, -28.6789516041, -3.68124547238, -7.67191586555
61709418.8377, -0.206921753912, -29.0435415286, -3.33080452363, -8.02956887858
61907815.6313, -0.205477540551, -29.3515746036, -3.08927378936, -8.31492870869
62106212.4249, -0.203414374629, -29.5562634158, -2.96781825284, -8.48481092332
62304609.2184, -0.200993412783, -29.6281025119, -2.97208648282, -8.51389251301
62503006.012, -0.198491384669, -29.5557634266, -3.11310418348, -8.3954959467
62701402.8056, -0.196245565845, -29.3488844937, -3.40938010424, -8.14527310962
62899799.5992, -0.194715755988, -29.0450300735, -3.87427807526, -7.80948695843
63098196.3928, -0.194481448762, -28.7191835964, -4.46740998301, -7.47469447886
63296593.1864, -0.196002451012, -28.4849047975, -4.99567891654, -7.26442301875
63494989.98, -0.199064589371, -28.4651810592, -5.10962217796, -7.29909857704
63693386.7735, -0.202468948888, -28.7269977362, -4.66865887362, -7.62429157374
63891783.5671, -0.204761020887, -29.2320932721, -3.95965942579, -8.17498736333
64090180.3607, -0.205277455599, -29.8628612541, -3.30023996487, -8.82064919295
64288577.1543, -0.204222591506, -30.4903372729, -2.80958880225, -9.43472384243
64486973.9479, -0.202114104049, -31.016766996, -2.49026007512, -9.92768744308
64685370.7415, -0.199406575399, -31.3812858644, -2.31750271659, -10.2461903633
64883767.5351, -0.196414232799, -31.550559522, -2.27431642932, -10.3622047079
65082164.3287, -0.193368772257, -31.5102804041, -2.36157129109, -10.2653975785
65280561.1222, -0.190518702208, -31.2633155434, -2.60207134291, -9.96303075084
65478957.9158, -0.188256713852, -30.8372023252, -3.04149564064, -9.48995459158
65677354.7094, -0.187256054489, -30.303614043, -3.7274493311, -8.93105792004
65875751.503, -0.188423274364, -29.8054277767, -4.59410364075, -8.44796591152
66074148.2966, -0.192157900878, -29.5557793042, -5.19633848488, -8.26374381066
66272545.0902, -0.197078007354, -29.7403290268, -4.92300100784, -8.53977221928
66470941.8838, -0.200590798624, -30.3616567942, -4.02610201663, -9.23057798293
66669338.6774, -0.201435698477, -31.2351733088, -3.15201606303, -10.1269671004
66867735.4709, -0.200141042697, -32.1427092566, -2.52742594303, -11.0182269224
67066132.2645, -0.197669671032, -32.9337023677, -2.13033491946, -11.7697902817
67264529.0581, -0.194684640149, -33.527623143, -1.9010068508, -12.3126287344
67462925.8517, -0.191528987828, -33.885922841, -1.79888170208, -12.6143722285
67661322.6453, -0.188373998926, -33.9906982618, -1.80858167062, -12.6602656005
67859719.4389, -0.1853504467, -33.8353927217, -1.93989762308, -12.4460975297
68058116.2325, -0.18267442869, -33.426818277, -2.23255341334, -11.982577836
68256513.0261, -0.180824261073, -32.8021178028, -2.76389431689, -11.3159264364
68454909.8196, -0.180761219746, -32.0699010133, -3.62351358274, -10.5739798324
68653306.6132, -0.18373781845, -31.4701309234, -4.68332198553, -10.0232360944
68851703.4068, -0.189521020344, -31.3541302164, -5.0960101254, -10.0138192986
69050100.2004, -0.194716985221, -31.9230980887, -4.29293248072, -10.6842130541
69248496.994, -0.196405215477, -32.9933747215, -3.19964332135, -11.7946721025
69446893.7876, -0.195101012321, -34.2098457773, -2.40750612583, -12.996058496
69645290.5812, -0.192393639398, -35.3199053528, -1.91870102367, -14.0626951839
69843687.3748, -0.189261376641, -36.2040141103, -1.63358819195, -14.8926264293
70042084.1683, -0.18610358258, -36.8155829711, -1.48303272529, -15.4469616684
70240480.9619, -0.183050245538, -37.1369492245, -1.43320654439, -15.7107947191
70438877.7555, -0.180148758228, -37.1594399302, -1.47749825885, -15.6764838432
70637274.5491, -0.177475461616, -36.8783288404, -1.63571585255, -15.3406697419
70835671.3427, -0.175263511679, -36.3006791901, -1.96370372533, -14.7146593287
71034068.1363, -0.174138646602, -35.4760182744, -2.56937939608, -13.8600752027
71232464.9299, -0.175413040552, -34.572878403, -3.56840066329, -12.9722274644
71430861.7234, -0.180378477411, -33.9841511984, -4.63978076467, -12.4726960422
71629258.517, -0.186923459583, -34.2021281236, -4.53199938815, -12.8168943053
71827655.3106, -0.190081836742, -35.2712125322, -3.39614983276, -13.9545871274
72026052.1042, -0.189156373071, -36.7233810641, -2.42264561289, -15.3997923681
72224448.8978, -0.186386852641, -38.1318235975, -1.82638971897, -16.7637111859
72422845.6914, -0.183229097778, -39.3000801614, -1.48372645297, -17.8766139532
72621242.485, -0.1801839818, -40.1646555891, -1.29314528686, -18.6851615607
72819639.2786, -0.177357546357, -40.7101118558, -1.20143606084, -19.1766162524
73018036.0721, -0.174744692414, -40.9324184759, -1.18734566008, -19.3472357988
73216432.8657, -0.172341956565, -40.8268064207, -1.25286411913, -19.1922819627
73414829.6593, -0.170224079564, -40.3879194538, -1.42531839114, -18.7077089961
73613226.4529, -0.168677600874, -39.6243432547, -1.77131035738, -17.9074463351
73811623.2465, -0.168483617104, -38.607725586, -2.41441666927, -16.8786153101
74010020.0401, -0.17113921931, -37.5963316415, -3.43645452487, -15.9108379833
74208416.8337, -0.177115234174, -37.1624262767, -4.21648817433, -15.59011015
74406813.6273, -0.182084879937, -37.812051788, -3.63709978496, -16.3416438755
74605210.4208, -0.182394111, -39.2678759331, -2.57700638054, -17.8141456031
74803607.2144, -0.179944896839, -40.8930141038, -1.84843773357, -19.4008485017
75002004.008, -0.176902454235, -42.323320595, -1.42923937641, -20.7773437049
75200400.8016, -0.174029187846, -43.4398192112, -1.19310421334, -21.840216655
75398797.5952, -0.171458892834, -44.2187426582, -1.06478462751, -22.5693039935
75597194.3888, -0.169161012179, -44.6605060599, -1.00869737009, -22.9650381717
75795591.1824, -0.167090452023, -44.7656887857, -1.01319531977, -23.0273850078
75993987.976, -0.165242107497, -44.5289925374, -1.08530123313, -22.7509652054
76192384.7695, -0.163710042823, -43.9430951378, -1.25519619007, -22.1301509514
76390781.5631, -0.162825530522, -43.0199419375, -1.59139742787, -21.183258978
76589178.3567, -0.16343971589, -41.8615480309, -2.21084353686, -20.0295975833
76787575.1503, -0.166885663092, -40.8328767913, -3.11134237087, -19.063074168
76985971.9439, -0.172292071931, -40.6538574887, -3.50504174107, -18.9911187825
77184368.7375, -0.174741700393, -41.6934695929, -2.79156748982, -20.0871271785
77382765.5311, -0.173279588922, -43.3788730256, -1.96466263041, -21.753086836
77581162.3247, -0.170525906723, -45.0595641181, -1.44498789744, -23.3852251914
77779559.1182, -0.167837027719, -46.4621038066, -1.15027760779, -24.7370536397
77977955.9118, -0.165492919163, -47.5201037155, -0.984257453845, -25.7489797396
78176352.7054, -0.16346832805, -48.2300383662, -0.895037945214, -26.417819123
78374749.499, -0.16169565245, -48.598325874, -0.859261692151, -26.7490634704
78573146.2926, -0.160130523638, -48.6257359683, -0.870942364542, -26.7427467795
78771543.0862, -0.15877932618, -48.3047472218, -0.938912937984, -26.3914481194
78969939.8798, -0.157750020151, -47.6259859311, -1.09216907777, -25.687815517
79168336.6733, -0.157383290321, -46.6064724823, -1.39354123597, -24.655615804
79366733.4669, -0.158484569089, -45.3841974351, -1.9377801855, -23.4496207332
79565130.2605, -0.161955943164, -44.4356310418, -2.64021975722, -22.5671118418
79763527.0541, -0.16586046821, -44.5722184681, -2.75242255207, -22.7848256973
79961923.8477, -0.16629757885, -45.9464462222, -2.11076997649, -24.1757490543
80160320.6413, -0.164213848727, -47.7926768104, -1.50914977826, -25.9865308376
80358717.4349, -0.161757394811, -49.5163339718, -1.14444955599, -27.6636910566
80557114.2285, -0.159607565846, -50.9174085048, -0.937171956355, -29.0220398731
80755511.022, -0.157807611932, -51.9610997669, -0.819546513246, -30.0287225393
80953907.8156, -0.156282554953, -52.653823258, -0.756469789728, -30.6892030443
81152304.6092, -0.154966295276, -53.0036924206, -0.732637183026, -31.0105012129
81350701.4028, -0.153826121728, -53.0099940229, -0.745200962105, -30.9913083097
81549098.1964, -0.152878283968, -52.6625452828, -0.80279874506, -30.6217304628
81747494.99, -0.152231389022, -51.9503537189, -0.93063391679, -29.8928837983
81945891.7836, -0.1521983406, -50.8973807076, -1.18114842884, -28.8350951285
82144288.5772, -0.153446386167, -49.6825843201, -1.6211310121, -27.6415956756
82342685.3707, -0.15636602953, -48.8924763018, -2.11657340571, -26.9093667418
82541082.1643, -0.158623392532, -49.3703417157, -2.07698009519, -27.4369629588
82739478.9579, -0.157925551295, -51.028390436, -1.57628239577, -29.0866604141
82937875.7515, -0.155909553687, -53.0009002328, -1.15894840616, -31.0213862173
83136272.5451, -0.153964146666, -54.7693572688, -0.909317342364, -32.7509236045
83334669.3387, -0.152358027628, -56.1880751702, -0.766097012682, -34.136253347
83533066.1323, -0.151041515362, -57.2416953879, -0.683814031458, -35.1617102927
83731462.9259, -0.149937511061, -57.9416751417, -0.639316421752, -35.8374903652
83929859.7194, -0.148994037889, -58.2961684901, -0.622734296997, -36.1708028509
84128256.513, -0.148190563897, -58.3027118251, -0.632863887323, -36.1587846894
84326653.3066, -0.147547660948, -57.9489635316, -0.676990051089, -35.789483133
84525050.1002, -0.147161472734, -57.2236187404, -0.775050178047, -35.0535210787
84723446.8938, -0.147287725535, -56.160440392, -0.966825969868, -33.98999571
84921843.6874, -0.14840358083, -54.9844651971, -1.29238878317, -32.8344458068
85120240.481, -0.15047550338, -54.3836351256, -1.60805824179, -32.2761091581
85318637.2746, -0.151419304089, -55.1740907238, -1.51255953055, -33.0892583795
85517034.0681, -0.150329728756, -57.041762807, -1.16018529764, -34.9376833882
85715430.8617, -0.148704282447, -59.0927897161, -0.886276997963, -36.9562054892
85913827.6553, -0.147294572687, -60.885041085, -0.722495778447, -38.7189294346
86112224.4489, -0.146165261006, -62.3121794841, -0.62710652609, -40.1216637718
86310621.2425, -0.145247079416, -63.3710891426, -0.571267266497, -41.1602421706
86509018.0361, -0.144479109202, -64.075845675, -0.540352019312, -41.8476291502
86707414.8297, -0.143825476635, -64.4341624622, -0.528186712221, -42.190843814
86905811.6232, -0.143274775469, -64.442183053, -0.534292308958, -42.1857959799
87104208.4168, -0.142846076961, -64.0863109496, -0.564005432867, -41.8192659817
87302605.2104, -0.142613206981, -63.3565469083, -0.631442906121, -41.0827768876
87501002.004, -0.142758301399, -62.2994206392, -0.763567522051, -40.0267441501
87699398.7976, -0.143565750673, -61.1894087836, -0.979804431734, -38.932098836
87897795.5912, -0.144773823431, -60.7992924268, -1.15900206269, -38.567400223
88096192.3848, -0.144917622796, -61.8697804932, -1.06541725516, -39.6427488057
88294589.1784, -0.143904649707, -63.8994980468, -0.842326304517, -41.6524657781
88492985.9719, -0.142757861054, -66.0135577056, -0.6757708742, -43.7424155287
88691382.7655, -0.141818815956, -67.837064906, -0.5752843683, -45.5454790128
88889779.5591, -0.141074020563, -69.291541394, -0.515512282531, -46.9833178031
89088176.3527, -0.140466273667, -70.3814686119, -0.479538754407, -48.0593855353
89286573.1463, -0.139954768371, -71.1221184164, -0.458725416339, -48.78815844
89484969.9399, -0.139517287432, -71.5205752707, -0.449383752467, -49.1762712757
89683366.7335, -0.139147818044, -71.5719608649, -0.451230121836, -49.2187179085
89881763.5271, -0.138859801431, -71.2622395948, -0.46752374439, -48.9017374043
90080160.3206, -0.138700466318, -70.5842179598, -0.506849329337, -48.2191327827
90278557.1142, -0.138778182662, -69.5998857924, -0.584947158945, -47.2352488607
90476953.9078, -0.139225085938, -68.6347263532, -0.708605686568, -46.2786674019
90675350.7014, -0.13975498746, -68.5254279612, -0.796156640794, -46.1805996034
90873747.495, -0.139562565583, -69.9043034691, -0.730847042312, -47.5559837225
91072144.2886, -0.138837914156, -72.1288436684, -0.608204263451, -49.765229504
91270541.0822, -0.138129980686, -74.3693450791, -0.518382947404, -51.9902246763
91468937.8758, -0.137563346854, -76.3071415926, -0.463198370731, -53.9152712496
91667334.6693, -0.137110009159, -77.8836600294, -0.429379620196, -55.4813709855
91865731.4629, -0.13673397297, -79.1082379932, -0.408169400212, -56.6971587682
92064128.2565, -0.136412067559, -79.9967437708, -0.395003570314, -57.578030376
92262525.0501, -0.136132045508, -80.5558560114, -0.387836401134, -58.1304086838
92460921.8437, -0.135890405592, -80.7803320917, -0.386349221305, -58.348975502
92659318.6373, -0.135693543695, -80.6567997227, -0.391989269542, -58.2204923854
92857715.4309, -0.135564097639, -80.1827336043, -0.408794867339, -57.7429196943
93056112.2244, -0.135550915642, -79.4386413167, -0.444007108722, -56.9978390124
93254509.018, -0.135695666845, -78.8017238727, -0.498956888526, -56.3634618113
93452905.8116, -0.135817271743, -79.1500020817, -0.532880181882, -56.7141065268
93651302.6052, -0.135595300258, -80.9879317416, -0.500712109104, -58.5471656472
93849699.3988, -0.135192414058, -83.5766028799, -0.447725933526, -61.1268884494
94048096.1924, -0.13482662998, -86.1456412534, -0.408781630965, -63.6876191306
94246492.986, -0.134530791115, -88.4237931206, -0.384056812305, -65.9589134592
94444889.7796, -0.13428720515, -90.3680943258, -0.36820468455, -67.8974746003
94643286.5731, -0.13407919757, -91.9924059898, -0.357634093357, -69.5168217291
94841683.3667, -0.133896442938, -93.3145503531, -0.350388920876, -70.834560215
95040080.1603, -0.13373325722, -94.343031242, -0.345490169207, -71.8590728384
95238476.9539, -0.13358726341, -95.0751902684, -0.34259059398, -72.5876498914
95436873.7475, -0.133459306366, -95.5021455817, -0.34192042949, -73.0114272096
95635270.5411, -0.133354930069, -95.6312022447, -0.344496928868, -73.1378297095
95833667.3347, -0.133286506515, -95.5682944032, -0.352305327546, -73.0730636398
96032064.1283, -0.133261583872, -95.7462238916, -0.365718574194, -73.2501138853
96230460.9218, -0.133226329202, -97.065846034, -0.373993107948, -74.568697383
96428857.7154, -0.1331088709, -99.9008491482, -0.366299388325, -77.4009121176
96627254.509, -0.132957945475, -103.462787208, -0.353404835858, -80.9593223306
96825651.3026, -0.132822186596, -107.055394122, -0.34340196178, -84.5487229613
97024048.0962, -0.132707470379, -110.45652419, -0.336621019747, -87.947109736
97222444.8898, -0.13260928834, -113.644883432, -0.331972574921, -91.1330974117
97420841.6834, -0.132523606105, -116.646098007, -0.328650347503, -94.1322270814
97619238.477, -0.132447854919, -119.483032041, -0.326176098184, -96.9673080498
97817635.2705, -0.132380464316, -122.156792508, -0.324270200813, -99.6394135682
98016032.0641, -0.132320445212, -124.630481438, -0.3227622844, -102.111624353
98214428.8577, -0.132267129769, -126.806908926, -0.321540055105, -104.28673608
98412825.6513, -0.132220011141, -128.508325756, -0.320519529524, -105.986988576
98611222.4449, -0.132178689247, -129.517614256, -0.31963608264, -106.995255486
98809619.2385, -0.132143203988, -129.826059534, -0.318905497198, -107.302822726
99008016.0321, -0.13211471979, -129.88178689, -0.318539438629, -107.357840881
99206412.8257, -0.132093688373, -129.822998811, -0.318606809575, -107.298522556
99404809.6192, -0.132078832035, -129.160277789, -0.318874301634, -106.635422683
99603206.4128, -0.132069699092, -127.744669825, -0.319265045973, -105.219577431
99801603.2064, -0.13206656741, -125.768886611, -0.31982953956, -103.243704528
100000000, -0.132069881768, -123.439594935, -0.320644866165, -100.914480473


#freq, s11_mag, s21_mag, s11_mp_mag, s21_mp_mag
1000000, -0.188792563247, -22.1244579028, -25.7078576542, -0.743272911543
1198396.79359, -0.188870850677, -22.1773927662, -26.8491061076, -0.797617941649
1396793.58717, -0.188261159078, -22.2369561533, -29.5594096149, -0.845671841259
1595190.38076, -0.187139235273, -22.3010877107, -35.920931435, -0.888622130112
1793587.17435, -0.185870795596, -22.364864533, -45.3733168209, -0.928385901347
1991983.96794, -0.184895194026, -22.4221443647, -30.7276815932, -0.967188881427
2190380.76152, -0.184594628306, -22.4674435302, -25.4216695237, -1.00693588383
2388777.55511, -0.185186074865, -22.4975821628, -22.2819802821, -1.04861505699
2587174.3487, -0.186655113452, -22.5127532106, -20.2484587224, -1.09196111835
2785571.14228, -0.188738993665, -22.516814884, -18.9592231401, -1.13551525773
2983967.93587, -0.190965197267, -22.5167121446, -18.2602349803, -1.17708204473
3182364.72946, -0.192751670369, -22.5210446399, -18.0907298339, -1.21444885219
3380761.52305, -0.193561568606, -22.5379908626, -18.4500526579, -1.24615150025
3579158.31663, -0.193075003314, -22.5730712076, -19.3927010355, -1.27206023902
